,Player,Pos,Squad,MP,Starts,Min,Gls,Ast,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK,G+A-PK,xG,npxG,xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA
208,Joelinton,FW,Newcastle Utd,27,26,2130.0,1,2,0,0,5,0,0.04,0.08,0.13,0.04,0.13,3.8,3.8,2.2,0.16,0.09,0.26,0.16,0.26
209,Curtis Jones,MF,Liverpool,2,0,19.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.23
210,Phil Jones,DF,Manchester Utd,2,2,135.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.15,0.0,0.15,0.15,0.15
211,Jorginho,MF,Chelsea,25,22,1951.0,4,2,3,3,9,0,0.18,0.09,0.28,0.05,0.14,3.5,1.2,2.2,0.16,0.1,0.26,0.06,0.16
212,Diogo Jota,FW,Wolves,23,19,1620.0,5,0,0,0,3,0,0.28,0.0,0.28,0.28,0.28,7.4,7.4,2.2,0.41,0.12,0.53,0.41,0.53
213,Jota,FW,Aston Villa,8,4,313.0,0,1,0,0,0,0,0.0,0.29,0.29,0.0,0.29,0.1,0.1,0.6,0.04,0.18,0.21,0.04,0.21
214,James Justin,DF,Leicester City,3,1,110.0,0,1,0,0,0,0,0.0,0.82,0.82,0.0,0.82,0.0,0.0,0.3,0.0,0.21,0.21,0.0,0.21
215,Christian Kabasele,DF,Watford,17,16,1394.0,0,1,0,0,3,2,0.0,0.06,0.06,0.0,0.06,0.6,0.6,0.3,0.04,0.02,0.06,0.04,0.06
216,Harry Kane,FW,Tottenham,20,20,1780.0,11,2,2,2,2,0,0.56,0.1,0.66,0.46,0.56,6.9,5.4,1.8,0.35,0.09,0.44,0.27,0.36
217,N'Golo Kanté,MF,Chelsea,18,16,1385.0,3,0,0,0,3,0,0.19,0.0,0.19,0.19,0.19,1.5,1.5,2.0,0.1,0.13,0.23,0.1,0.23
218,Moise Kean,FW,Everton,20,5,635.0,1,2,0,0,0,0,0.14,0.28,0.43,0.14,0.43,2.9,2.9,0.5,0.41,0.07,0.48,0.41,0.48
219,Michael Keane,DF,Everton,20,17,1566.0,1,0,0,0,0,0,0.06,0.0,0.06,0.06,0.06,1.4,1.4,0.2,0.08,0.01,0.09,0.08,0.09
220,Martin Kelly,DF,Crystal Palace,19,17,1550.0,0,1,0,0,0,0,0.0,0.06,0.06,0.0,0.06,0.1,0.1,0.9,0.01,0.05,0.06,0.01,0.06
221,Naby Keïta,MF,Liverpool,9,4,368.0,1,1,0,0,1,0,0.24,0.24,0.49,0.24,0.49,1.5,1.5,1.2,0.36,0.29,0.65,0.36,0.65
222,Max Kilman,DF,Wolves,3,2,184.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,Joshua King,FW,Bournemouth,18,16,1399.0,3,2,1,1,0,0,0.19,0.13,0.32,0.13,0.26,3.9,3.2,2.5,0.25,0.16,0.42,0.2,0.37
224,Jonathan Kodjia,FW,Aston Villa,6,0,111.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.05,0.0,0.05,0.05,0.05
225,Sead Kolašinac,DF,Arsenal,17,13,1107.0,0,2,0,0,3,0,0.0,0.16,0.16,0.0,0.16,0.7,0.7,1.0,0.06,0.08,0.14,0.06,0.14
226,Ezri Konsa,DF,Aston Villa,15,14,1199.0,0,2,0,0,1,0,0.0,0.15,0.15,0.0,0.15,0.6,0.6,0.1,0.05,0.01,0.05,0.05,0.05
227,Cheikhou Kouyaté,MF,Crystal Palace,25,21,1813.0,1,1,0,0,1,0,0.05,0.05,0.1,0.05,0.1,1.5,1.5,0.9,0.08,0.05,0.12,0.08,0.12
228,Mateo Kovačić,MF,Chelsea,24,17,1593.0,1,3,0,0,7,0,0.06,0.17,0.23,0.06,0.23,1.1,1.1,1.9,0.06,0.11,0.17,0.06,0.17
229,Emil Krafth,DF,Newcastle Utd,11,6,563.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.04,0.0,0.04,0.04,0.04
231,Alexandre Lacazette,FW,Arsenal,19,15,1287.0,6,3,0,0,5,0,0.42,0.21,0.63,0.42,0.63,5.0,5.0,2.1,0.35,0.15,0.5,0.35,0.5
232,Adam Lallana,MF,Liverpool,13,3,338.0,1,1,0,0,1,0,0.27,0.27,0.53,0.27,0.53,1.0,1.0,0.4,0.27,0.09,0.36,0.27,0.36
233,Érik Lamela,MF,Tottenham,16,9,858.0,2,1,0,0,2,0,0.21,0.1,0.31,0.21,0.31,2.0,2.0,1.5,0.21,0.15,0.37,0.21,0.37
234,Tariq Lamptey,DF,Chelsea,1,0,31.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.39,0.39,0.0,0.39
235,Henri Lansbury,MF,Aston Villa,9,2,189.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.05,0.03,0.08,0.05,0.08
236,Manuel Lanzini,MF,West Ham,19,12,1188.0,0,2,0,0,0,0,0.0,0.15,0.15,0.0,0.15,1.7,1.7,2.3,0.13,0.17,0.3,0.13,0.3
237,Aymeric Laporte,DF,Manchester City,7,7,508.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.02,0.01,0.03,0.02,0.03
238,Jamaal Lascelles,DF,Newcastle Utd,17,17,1452.0,1,0,0,0,2,0,0.06,0.0,0.06,0.06,0.06,0.3,0.3,0.1,0.02,0.01,0.03,0.02,0.03
239,Valentino Lazaro,DF,Newcastle Utd,3,2,199.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.04,0.04,0.0,0.04
240,Moritz Leitner,MF,Norwich City,9,7,685.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.03,0.04,0.07,0.03,0.07
241,Florian Lejeune,DF,Newcastle Utd,6,4,441.0,2,0,0,0,0,0,0.41,0.0,0.41,0.41,0.41,0.7,0.7,0.1,0.13,0.02,0.15,0.13,0.15
242,Aaron Lennon,MF,Burnley,15,4,484.0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.02,0.02,0.0,0.02
244,Jefferson Lerma,MF,Bournemouth,22,20,1775.0,0,1,0,0,11,1,0.0,0.05,0.05,0.0,0.05,0.6,0.6,0.8,0.03,0.04,0.07,0.03,0.07
245,Jamal Lewis,DF,Norwich City,17,14,1318.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.01,0.03,0.04,0.01,0.04
246,Victor Lindelöf,DF,Manchester Utd,24,24,2160.0,1,0,0,0,4,0,0.04,0.0,0.04,0.04,0.04,0.4,0.4,0.4,0.02,0.02,0.03,0.02,0.03
247,Jesse Lingard,MF,Manchester Utd,20,9,891.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,1.9,1.9,0.8,0.19,0.09,0.28,0.19,0.28
249,Giovani Lo Celso,MF,Tottenham,17,6,734.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.8,0.09,0.09,0.19,0.09,0.19
250,Jürgen Locadia,MF,Brighton,2,1,86.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,0.0,0.4,0.4,0.4
251,Kevin Long,MF,Burnley,1,0,2.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,Shane Long,FW,Southampton,17,11,974.0,2,2,0,0,0,0,0.18,0.18,0.37,0.18,0.37,4.2,4.2,1.2,0.38,0.11,0.49,0.38,0.49
253,Matthew Longstaff,MF,Newcastle Utd,7,6,545.0,2,0,0,0,1,0,0.33,0.0,0.33,0.33,0.33,0.3,0.3,0.2,0.06,0.03,0.09,0.06,0.09
254,Sean Longstaff,MF,Newcastle Utd,20,13,1287.0,0,1,0,0,2,1,0.0,0.07,0.07,0.0,0.07,0.7,0.7,0.9,0.05,0.06,0.12,0.05,0.12
255,Dejan Lovren,DF,Liverpool,8,8,670.0,0,1,0,0,1,0,0.0,0.13,0.13,0.0,0.13,0.3,0.3,0.4,0.05,0.05,0.1,0.05,0.1
256,Matthew Lowton,DF,Burnley,15,15,1350.0,0,1,0,0,2,0,0.0,0.07,0.07,0.0,0.07,0.0,0.0,1.1,0.0,0.07,0.07,0.0,0.07
257,David Luiz,DF,Arsenal,24,24,2095.0,2,1,0,0,4,1,0.09,0.04,0.13,0.09,0.13,1.5,1.5,1.0,0.07,0.04,0.11,0.07,0.11
258,Douglas Luiz,MF,Aston Villa,25,17,1624.0,3,2,0,0,4,0,0.17,0.11,0.28,0.17,0.28,2.1,2.1,0.8,0.12,0.05,0.16,0.12,0.16
259,John Lundstram,MF,Sheffield Utd,26,22,1979.0,4,2,0,0,4,0,0.18,0.09,0.27,0.18,0.27,4.0,4.0,2.2,0.18,0.1,0.28,0.18,0.28
260,James Maddison,MF,Leicester City,26,25,2224.0,6,3,0,0,4,0,0.24,0.12,0.36,0.24,0.36,4.3,4.3,6.3,0.18,0.25,0.43,0.18,0.43
261,Harry Maguire,DF,Manchester Utd,27,27,2430.0,1,1,0,0,2,0,0.04,0.04,0.07,0.04,0.07,1.8,1.8,0.5,0.07,0.02,0.09,0.07,0.09
262,Riyad Mahrez,FW,Manchester City,22,15,1354.0,7,8,0,0,0,0,0.47,0.53,1.0,0.47,1.0,3.9,3.9,6.7,0.26,0.44,0.7,0.26,0.7
263,Ainsley Maitland-Niles,DF,Arsenal,14,14,1210.0,0,2,0,0,5,1,0.0,0.15,0.15,0.0,0.15,0.2,0.2,1.5,0.02,0.11,0.13,0.02,0.13
264,Javier Manquillo,DF,Newcastle Utd,11,9,800.0,0,1,0,0,2,0,0.0,0.11,0.11,0.0,0.11,0.0,0.0,0.1,0.0,0.01,0.01,0.0,0.01
265,Sadio Mané,FW,Liverpool,24,22,1904.0,13,6,0,0,2,0,0.61,0.28,0.9,0.61,0.9,10.9,10.9,5.1,0.51,0.24,0.75,0.51,0.75
266,Solly March,DF,Brighton,11,7,739.0,0,1,0,0,2,0,0.0,0.12,0.12,0.0,0.12,0.6,0.6,0.5,0.07,0.06,0.13,0.07,0.13
267,Adrian Mariappa,DF,Watford,15,13,1226.0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.02,0.03,0.05,0.02,0.05
268,Anthony Martial,FW,Manchester Utd,21,20,1718.0,10,3,0,1,1,0,0.52,0.16,0.68,0.52,0.68,7.1,6.3,2.3,0.37,0.12,0.49,0.33,0.45
270,Martinelli,FW,Arsenal,14,6,656.0,3,0,0,0,1,0,0.41,0.0,0.41,0.41,0.41,2.4,2.4,0.2,0.33,0.03,0.36,0.33,0.36
271,Adam Masina,DF,Watford,15,11,1042.0,1,0,0,0,3,0,0.09,0.0,0.09,0.09,0.09,0.3,0.3,0.4,0.02,0.03,0.06,0.02,0.06
272,Arthur Masuaku,DF,West Ham,15,10,909.0,0,1,0,0,5,1,0.0,0.1,0.1,0.0,0.1,0.1,0.1,0.9,0.01,0.09,0.1,0.01,0.1
273,Juan Mata,MF,Manchester Utd,16,8,715.0,0,2,0,0,1,0,0.0,0.25,0.25,0.0,0.25,1.2,1.2,1.8,0.15,0.23,0.38,0.15,0.38
274,Joël Matip,DF,Liverpool,8,7,630.0,1,0,0,0,0,0,0.14,0.0,0.14,0.14,0.14,0.2,0.2,0.0,0.03,0.0,0.03,0.03,0.03
275,Nemanja Matić,MF,Manchester Utd,10,9,781.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.01,0.09,0.1,0.01,0.1
276,Neal Maupay,FW,Brighton,26,21,1934.0,8,2,1,1,3,0,0.37,0.09,0.47,0.33,0.42,9.1,8.3,2.0,0.42,0.09,0.51,0.39,0.48
277,James McArthur,MF,Crystal Palace,26,26,2273.0,0,2,0,0,5,0,0.0,0.08,0.08,0.0,0.08,2.2,2.2,1.8,0.09,0.07,0.16,0.09,0.16
278,Oliver McBurnie,FW,Sheffield Utd,25,14,1345.0,4,0,0,0,3,0,0.27,0.0,0.27,0.27,0.27,6.7,6.7,1.2,0.45,0.08,0.53,0.45,0.53
280,James McCarthy,MF,Crystal Palace,22,10,1037.0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.03,0.03,0.06,0.03,0.06
281,John McGinn,MF,Aston Villa,18,18,1538.0,3,2,0,0,2,0,0.18,0.12,0.29,0.18,0.29,2.7,2.7,1.9,0.16,0.11,0.27,0.16,0.27
282,David McGoldrick,FW,Sheffield Utd,20,16,1342.0,0,2,0,0,2,0,0.0,0.13,0.13,0.0,0.13,5.6,5.6,1.5,0.37,0.1,0.48,0.37,0.48
284,Kenny McLean,MF,Norwich City,26,23,2109.0,1,1,0,0,4,0,0.04,0.04,0.09,0.04,0.09,1.4,1.4,1.6,0.06,0.07,0.12,0.06,0.12
285,Dwight McNeil,MF,Burnley,27,27,2355.0,2,5,0,0,4,0,0.08,0.19,0.27,0.08,0.27,1.4,1.4,5.2,0.05,0.2,0.25,0.05,0.25
286,Scott McTominay,MF,Manchester Utd,18,17,1465.0,3,1,0,0,2,0,0.18,0.06,0.25,0.18,0.25,1.4,1.4,0.7,0.08,0.04,0.12,0.08,0.12
287,Ben Mee,DF,Burnley,27,27,2430.0,0,1,0,0,6,0,0.0,0.04,0.04,0.0,0.04,1.3,1.3,0.6,0.05,0.02,0.07,0.05,0.07
288,Benjamin Mendy,DF,Manchester City,13,13,1103.0,0,2,0,0,2,0,0.0,0.16,0.16,0.0,0.16,0.2,0.2,1.1,0.01,0.09,0.1,0.01,0.1
289,Nampalys Mendy,MF,Leicester City,4,3,195.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.04,0.04,0.01,0.04
290,Chris Mepham,DF,Bournemouth,11,10,900.0,1,0,0,0,1,0,0.1,0.0,0.1,0.1,0.1,0.6,0.6,0.1,0.06,0.01,0.07,0.06,0.07
291,Max Meyer,MF,Crystal Palace,13,6,545.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.6,0.1,0.1,0.2,0.1,0.2
292,Luka Milivojević,MF,Crystal Palace,22,22,1966.0,2,1,2,2,9,0,0.09,0.05,0.14,0.0,0.05,2.1,0.6,2.0,0.1,0.09,0.19,0.03,0.12
293,James Milner,MF,Liverpool,17,6,669.0,2,2,2,2,3,0,0.27,0.27,0.54,0.0,0.27,1.9,0.4,0.6,0.25,0.08,0.33,0.05,0.13
294,Yerry Mina,DF,Everton,25,23,2085.0,2,1,0,0,3,0,0.09,0.04,0.13,0.09,0.13,2.6,2.6,0.2,0.11,0.01,0.12,0.11,0.12
295,Takumi Minamino,FW,Liverpool,2,0,66.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.86,0.0,0.86,0.86,0.86
296,Tyrone Mings,DF,Aston Villa,22,22,1913.0,2,1,0,0,5,0,0.09,0.05,0.14,0.09,0.14,0.9,0.9,0.5,0.04,0.03,0.07,0.04,0.07
297,Henrikh Mkhitaryan,FW,Arsenal,3,1,111.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.18,0.18,0.37,0.18,0.37
298,Nacho Monreal,DF,Arsenal,3,3,270.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.03,0.08,0.11,0.03,0.11
299,Martín Montoya,DF,Brighton,21,19,1543.0,0,1,0,0,3,0,0.0,0.06,0.06,0.0,0.06,1.3,1.3,1.3,0.08,0.07,0.15,0.08,0.15
301,Aaron Mooy,MF,Brighton,20,18,1479.0,2,1,0,0,2,1,0.12,0.06,0.18,0.12,0.18,1.8,1.8,2.0,0.11,0.12,0.23,0.11,0.23
302,Wesley Moraes,FW,Aston Villa,21,21,1790.0,5,1,0,1,3,0,0.25,0.05,0.3,0.25,0.3,5.2,4.4,0.9,0.26,0.04,0.31,0.22,0.26
303,Wes Morgan,DF,Leicester City,8,1,159.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
304,Ravel Morrison,MF,Sheffield Utd,1,0,12.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3
305,Mason Mount,MF,Chelsea,27,23,2152.0,5,4,0,0,3,0,0.21,0.17,0.38,0.21,0.38,5.5,5.5,3.3,0.23,0.14,0.37,0.23,0.37
306,Lucas Moura,FW,Tottenham,25,17,1548.0,4,2,0,0,2,0,0.23,0.12,0.35,0.23,0.35,5.2,5.2,1.6,0.3,0.1,0.4,0.3,0.4
307,Lys Mousset,FW,Sheffield Utd,23,10,1018.0,5,4,0,0,1,0,0.44,0.35,0.8,0.44,0.8,3.3,3.3,2.4,0.29,0.21,0.51,0.29,0.51
308,João Moutinho,MF,Wolves,27,25,2256.0,1,6,0,0,5,0,0.04,0.24,0.28,0.04,0.28,0.7,0.7,4.9,0.03,0.2,0.23,0.03,0.23
309,Glenn Murray,FW,Brighton,18,6,680.0,1,0,0,0,0,0,0.13,0.0,0.13,0.13,0.13,1.9,1.9,0.4,0.25,0.05,0.3,0.25,0.3
310,Shkodran Mustafi,DF,Arsenal,8,6,620.0,0,1,0,0,0,0,0.0,0.15,0.15,0.0,0.15,0.7,0.7,0.0,0.09,0.0,0.09,0.09,0.09
311,Yoshinori Mutō,FW,Newcastle Utd,7,2,201.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.04,0.03,0.07,0.04,0.07
312,Georges-Kévin N'Koudou,FW,Tottenham,1,0,2.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.89,0.0,0.89,0.89,0.89
313,Marvelous Nakamba,MF,Aston Villa,20,17,1544.0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.01,0.03,0.04,0.01,0.04
314,Wilfred Ndidi,MF,Leicester City,21,19,1786.0,2,1,0,0,3,0,0.1,0.05,0.15,0.1,0.15,1.3,1.3,0.4,0.07,0.02,0.08,0.07,0.08
315,Tanguy Ndombele,MF,Tottenham,17,11,885.0,2,2,0,0,2,0,0.2,0.2,0.41,0.2,0.41,0.4,0.4,1.3,0.04,0.13,0.17,0.04,0.17
316,Reiss Nelson,FW,Arsenal,10,5,439.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.3,0.12,0.06,0.18,0.12,0.18
317,Pedro Neto,FW,Wolves,20,7,711.0,2,2,0,0,2,0,0.25,0.25,0.51,0.25,0.51,1.4,1.4,2.1,0.17,0.27,0.44,0.17,0.44
318,Rúben Neves,MF,Wolves,27,24,2127.0,2,1,0,0,7,0,0.08,0.04,0.13,0.08,0.13,1.1,1.1,1.2,0.05,0.05,0.1,0.05,0.1
319,Jeremy Ngakia,DF,West Ham,2,2,180.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
320,Oumar Niasse,FW,Everton,3,0,19.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
321,Eddie Nketiah,FW,Arsenal,4,2,192.0,1,0,0,0,0,0,0.47,0.0,0.47,0.47,0.47,1.1,1.1,0.1,0.54,0.03,0.56,0.54,0.56
322,Mark Noble,MF,West Ham,24,24,1976.0,4,1,3,3,4,0,0.18,0.05,0.23,0.05,0.09,2.9,0.6,1.0,0.13,0.05,0.18,0.03,0.07
323,Oliver Norwood,MF,Sheffield Utd,27,27,2292.0,1,0,1,1,6,0,0.04,0.0,0.04,0.0,0.0,1.5,0.7,3.4,0.06,0.13,0.19,0.03,0.16
325,Jack O'Connell,DF,Sheffield Utd,27,27,2430.0,0,1,0,0,3,0,0.0,0.04,0.04,0.0,0.04,1.2,1.2,2.1,0.04,0.08,0.12,0.04,0.12
326,Michael Obafemi,FW,Southampton,13,4,410.0,1,0,0,0,1,0,0.22,0.0,0.22,0.22,0.22,0.5,0.5,0.7,0.11,0.15,0.26,0.11,0.26
327,Angelo Ogbonna,DF,West Ham,22,22,1980.0,2,0,0,0,4,0,0.09,0.0,0.09,0.09,0.09,1.3,1.3,0.0,0.06,0.0,0.06,0.06,0.06
328,Divock Origi,FW,Liverpool,20,5,491.0,3,1,0,0,0,0,0.55,0.18,0.73,0.55,0.73,2.0,2.0,0.1,0.36,0.01,0.38,0.36,0.38
329,Ben Osborn,DF,Sheffield Utd,6,0,95.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.25,0.25,0.0,0.25
330,Nicolás Otamendi,DF,Manchester City,18,14,1323.0,2,0,0,0,3,0,0.14,0.0,0.14,0.14,0.14,2.3,2.3,0.2,0.15,0.01,0.17,0.15,0.17
331,Alex Oxlade-Chamberlain,MF,Liverpool,19,11,959.0,3,0,0,0,1,0,0.28,0.0,0.28,0.28,0.28,2.3,2.3,0.9,0.21,0.08,0.3,0.21,0.3
332,Emerson Palmieri,DF,Chelsea,14,13,1023.0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,1.4,0.08,0.12,0.2,0.08,0.2
333,Sokratis Papastathopoulos,DF,Arsenal,18,18,1607.0,2,0,0,0,5,0,0.11,0.0,0.11,0.11,0.11,0.9,0.9,0.2,0.05,0.01,0.06,0.05,0.06
334,Troy Parrott,MF,Tottenham,1,0,5.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
336,Pedro,FW,Chelsea,7,6,476.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.6,0.27,0.12,0.39,0.27,0.39
337,Andreas Pereira,MF,Manchester Utd,23,18,1453.0,1,3,0,0,3,0,0.06,0.19,0.25,0.06,0.25,2.3,2.3,3.6,0.14,0.22,0.37,0.14,0.37
338,Ricardo Pereira,DF,Leicester City,26,26,2340.0,3,2,0,0,1,0,0.12,0.08,0.19,0.12,0.19,1.2,1.2,3.3,0.05,0.13,0.17,0.05,0.17
339,Roberto Pereyra,FW,Watford,21,12,1200.0,3,0,1,1,3,0,0.23,0.0,0.23,0.15,0.15,2.2,1.4,1.5,0.17,0.11,0.28,0.11,0.22
341,Brandon Pierrick,DF,Crystal Palace,1,0,7.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,1.02,1.02,0.0,1.02
342,Erik Pieters,DF,Burnley,15,14,1234.0,0,3,0,0,1,0,0.0,0.22,0.22,0.0,0.22,0.2,0.2,1.0,0.01,0.07,0.09,0.01,0.09
343,Daniel Podence,FW,Wolves,2,0,26.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.48,0.26,0.74,0.48,0.74
344,Paul Pogba,MF,Manchester Utd,7,5,521.0,0,2,0,1,0,0,0.0,0.35,0.35,0.0,0.35,1.6,0.9,1.5,0.28,0.26,0.55,0.15,0.42
346,Dennis Praet,MF,Leicester City,19,9,821.0,1,2,0,0,0,0,0.11,0.22,0.33,0.11,0.33,0.9,0.9,0.6,0.1,0.07,0.17,0.1,0.17
347,Sebastian Prödl,DF,Watford,1,1,57.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.12,0.0,0.12,0.12,0.12
348,Davy Pröpper,MF,Brighton,24,24,2160.0,1,2,0,0,4,0,0.04,0.08,0.12,0.04,0.12,1.4,1.4,1.8,0.06,0.07,0.13,0.06,0.13
349,Teemu Pukki,FW,Norwich City,26,26,2315.0,11,3,2,2,3,0,0.43,0.12,0.54,0.35,0.47,11.4,9.9,3.2,0.44,0.12,0.57,0.38,0.51
350,Christian Pulisic,FW,Chelsea,16,12,1076.0,5,2,0,0,0,0,0.42,0.17,0.59,0.42,0.59,5.1,5.1,2.1,0.43,0.17,0.6,0.43,0.6
351,Ignacio Pussetto,MF,Watford,4,0,32.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,Nicolas Pépé,FW,Arsenal,23,16,1525.0,4,6,1,1,3,0,0.24,0.35,0.59,0.18,0.53,4.3,3.5,3.4,0.25,0.2,0.46,0.21,0.41
353,Ayoze Pérez,MF,Leicester City,24,20,1516.0,7,4,1,1,0,0,0.42,0.24,0.65,0.36,0.59,4.8,4.1,2.9,0.29,0.17,0.46,0.24,0.41
354,Domingos Quina,MF,Watford,4,0,18.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.16,0.16,0.16
357,Marcus Rashford,FW,Manchester Utd,22,22,1882.0,14,4,5,7,2,0,0.67,0.19,0.86,0.43,0.62,13.6,8.3,2.7,0.65,0.13,0.78,0.4,0.52
358,Nathan Redmond,MF,Southampton,23,23,1960.0,3,1,0,0,2,0,0.14,0.05,0.18,0.14,0.18,3.9,3.9,2.7,0.18,0.12,0.3,0.18,0.3
360,Declan Rice,MF,West Ham,27,27,2430.0,0,2,0,0,5,0,0.0,0.07,0.07,0.0,0.07,0.6,0.6,1.1,0.02,0.04,0.06,0.02,0.06
361,Richarlison,FW,Everton,25,25,2178.0,10,3,0,0,5,0,0.41,0.12,0.54,0.41,0.54,6.5,6.5,4.2,0.27,0.17,0.44,0.27,0.44
362,Diego Rico,DF,Bournemouth,21,21,1795.0,0,2,0,0,6,0,0.0,0.1,0.1,0.0,0.1,0.3,0.3,2.0,0.02,0.1,0.12,0.02,0.12
363,Jaïro Riedewald,DF,Crystal Palace,9,6,564.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.01,0.07,0.07,0.01,0.07
364,Matt Ritchie,DF,Newcastle Utd,8,5,562.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.02,0.11,0.13,0.02,0.13
366,Patrick Roberts,MF,Norwich City,3,0,23.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,Andrew Robertson,DF,Liverpool,27,26,2355.0,1,7,0,0,1,0,0.04,0.27,0.31,0.04,0.31,1.2,1.2,5.6,0.05,0.21,0.26,0.05,0.26
368,Callum Robinson,FW,Sheffield Utd,16,9,676.0,1,1,0,0,1,0,0.13,0.13,0.27,0.13,0.27,2.1,2.1,0.5,0.28,0.07,0.36,0.28,0.36
369,Rodri,MF,Manchester City,25,21,1867.0,3,1,0,0,6,0,0.14,0.05,0.19,0.14,0.19,0.9,0.9,1.3,0.04,0.06,0.1,0.04,0.1
370,Jay Rodriguez,FW,Burnley,26,10,1221.0,5,0,1,1,1,0,0.37,0.0,0.37,0.29,0.29,4.6,3.8,0.4,0.34,0.03,0.37,0.28,0.31
371,Marcos Rojo,DF,Manchester Utd,3,1,120.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.08,0.0,0.08,0.08,0.08
